restaurant_name,location,cuisine,estimated_cost,rating
Casrod Naaz,Jalahalli,"Mughlai, North Indian, Chinese",450.0,
Satyam Sweets,Rajajinagar,"Mithai, Street Food",450.0,
Dhadoom,Whitefield,"Italian, Mexican, Burger, Fast Food",450.0,
Mayuri Restaurant,Whitefield,"Andhra, Chinese, North Indian",450.0,
Maa ka Dabba,Bommanahalli,"North Indian, Fast Food",469.0,
Om Sri Vinayaka Chats,Banashankari,"Street Food, Fast Food",500.0,
Me And My Cake,Banashankari,"Bakery, Desserts",500.0,
Biryani Royals Garden,Kumaraswamy Layout,"North Indian, Biryani, Mughlai",500.0,
7 Hills Restaurant,Banashankari,"North Indian, South Indian",500.0,
Linnet Bar & Restaurant,Banashankari,"Fast Food, Finger Food",500.0,
Parijatha Paradise,Banashankari,"South Indian, North Indian, Fast Food, Chinese, Street Food",500.0,
Me N U,Bannerghatta Road,"Finger Food, Wraps, Cafe, Continental, Healthy Food",500.0,
Furry Fairy Paw Paradise,Jp Nagar,Cafe,500.0,
Thalis Of India,Jp Nagar,"South Indian, North Indian, Beverages",500.0,
Innerchef,Jp Nagar,"North Indian, Continental",500.0,
YumYumDilli,Jp Nagar,North Indian,500.0,
Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Jp Nagar,Continental,500.0,
Eatsomnia,Jp Nagar,"North Indian, South Indian, Chinese, Continental",500.0,
Dilli ??,South Bangalore,North Indian,500.0,
Punjabi Unplugged,Bannerghatta Road,North Indian,500.0,
Bangalore Pizza & Pulse Juice Bar,Bannerghatta Road,"Juices, Pizza",500.0,
Kopper Pot,Bannerghatta Road,Bakery,500.0,
Tandoor Plaza,Bannerghatta Road,North Indian,500.0,
Wat-a-Biryani,Kumaraswamy Layout,Biryani,500.0,
Ministry of Burger,Electronic City,Continental,500.0,
Delhi Food Factory,Jp Nagar,North Indian,500.0,
Hotel Ambara,Jp Nagar,South Indian,500.0,
Santhrupthi Halli Mane,Btm,"North Indian, Chinese, South Indian",500.0,
Charcoal Flame,Jp Nagar,"Awadhi, Biryani",500.0,
Food Singh,Jp Nagar,North Indian,500.0,
Nandhana Mithai,Bannerghatta Road,"Mithai, Desserts",500.0,
Me And My Cake,Bannerghatta Road,"Bakery, Desserts",500.0,
Hotel Green Way,Bannerghatta Road,"North Indian, South Indian, Chinese",500.0,
Hunger Restaurant,Bannerghatta Road,South Indian,500.0,
Cake Chemistry,Jayanagar,"Bakery, Desserts",500.0,
The Good Bowl,Basavanagudi,North Indian,500.0,
Wat-a-Biryani,Jp Nagar,Biryani,500.0,
Sweet Truth,Basavanagudi,"Bakery, Desserts",500.0,
Sri Rajalakshmi Sweets and Bakery,Basavanagudi,"Bakery, Mithai",500.0,
Sweet Chariot,Jayanagar,"Bakery, Desserts, Fast Food",500.0,
Al Madina Family Restaurant,City Market,"North Indian, South Indian, Arabian",500.0,
9 Bowls,Marathahalli,"Healthy Food, Continental, North Indian, Chinese",500.0,
Telugu Velugu,Hsr,"South Indian, Andhra",500.0,
North Tadka Restaurant,Hsr,"North Indian, Chinese",500.0,
Five Senses,Bellandur,"Continental, North Indian, Fast Food",500.0,
All In One Desi Khana,Bellandur,"North Indian, Chinese, Biryani",500.0,
Punjabi,Bellandur,"North Indian, Chinese",500.0,
Me And My Cake,Bellandur,"Bakery, Desserts",500.0,
RICE BAR,Bellandur,"North Indian, Biryani",500.0,
Visantoe,Marathahalli,"Steak, Continental",500.0,
Santo's,Marathahalli,North Indian,500.0,
Zaika of North,Sarjapur Road,"North Indian, Chinese",500.0,
Nawab-E-Khana,Bellandur,"North Indian, Biryani",500.0,
A La Carte Restaurant,Sarjapur Road,"Chinese, North Indian",500.0,
Food Singh,Sarjapur Road,North Indian,500.0,
Wat-a-Biryani,Sarjapur Road,Biryani,500.0,
Delhi Food Factory,Hsr,North Indian,500.0,
Sweet Truth,Bellandur,"Bakery, Desserts",500.0,
Spice Treat,Bellandur,Fast Food,500.0,
Noodle,Bellandur,Chinese,500.0,
Wat-a-Biryani,Frazer Town,Biryani,500.0,
Delhi Food Factory,Frazer Town,North Indian,500.0,
Five Senses,Ulsoor,"Continental, North Indian, Fast Food",500.0,
AcciaRolee,Indiranagar,Healthy Food,500.0,
Chocolate Philosophy,Mg Road,Desserts,500.0,
FixMyNutrition,Richmond Road,"Salad, Asian, Continental, Healthy Food",500.0,
Agnihotri Cuisines,Mg Road,"Chinese, North Indian, Fast Food",500.0,
Kung Foods,Commercial Street,Chinese,500.0,
Cravisthan,Domlur,"South Indian, North Indian",500.0,
Happie Hippies,Vasanth Nagar,"Mediterranean, European, Healthy Food",500.0,
Malabar Restaurant,City Market,"North Indian, Chinese",500.0,
